Country,Date,Headline,Link,,,,
Spain,21-Dec,Covid-19: More than 40 countries ban UK arrivals,https://www.bbc.com/news/uk-55391289,,,,
Spain,21-Dec,Spain: Authorities to tighten COVID-19 measures in several regions Dec. 23-Jan. 6 /update 31,https://www.garda.com/crisis24/news-alerts/418516/spain-authorities-to-tighten-covid-19-measures-in-several-regions-dec-23-jan-6-update-31,,,,
Spain,21-Dec,SPAIN AMONG THE WORST PREPARED FOR POST-COVID RECOVERY,https://www.tourism-review.com/post-covid-recovery-may-be-harder-for-spain-news11819,,,,
France,21-Dec,Covid-19: 'Serious disruption' feared as Dover halts traffic to France,https://www.bbc.com/news/business-55389505,,,,
France,21-Dec,France's Covid freight ban 'will have devastating effect' on UK supplies,https://www.theguardian.com/world/2020/dec/20/frances-covid-freight-ban-to-have-devastating-effect-on-uk-sector-warns,,,,
France,21-Dec,Underdetection of cases of COVID-19 in France threatens epidemic control,https://www.nature.com/articles/s41586-020-03095-6,,,,
France,21-Dec,Covid-19 vaccine in France: Side-effect monitoring increased,https://www.connexionfrance.com/French-news/Covid-19-vaccine-in-France-Side-effect-monitoring-increased-as-vaccination-rolled-out,,,,
France,21-Dec,No vaccine if you have had Covid already: French health body,https://www.connexionfrance.com/French-news/No-vaccine-if-you-have-had-symptomatic-Covid-already-French-health-body-Haute-Authorite-de-Sante,,,,
UK,21-Dec,New coronavirus variant: What do we know?,https://www.bbc.com/news/health-55388846,,,,
UK,21-Dec,Covid: Nations impose UK travel bans over new variant,https://www.bbc.com/news/world-europe-55385768,,,,
UK,21-Dec,Updated: Covid-19 - Flights to and from UK temporarily banned as from Tuesday,https://www.independent.com.mt/articles/2020-12-21/local-news/Mandatory-quarantine-for-people-arriving-from-UK-6736229606,,,,
UK,21-Dec,What do we know about the fast-spreading Covid variant in UK?,https://www.theguardian.com/world/2020/dec/20/fast-spreading-covid-variant-in-england-uk,,,,
UK,21-Dec,Coronavirus: What we know about the UK's new COVID strain,https://www.google.com/search?client=firefox-b-d&q=France+01-May+France+faces+possible+coronavirus+vaccine+glut,,,,
Netherlands,14-Dec,Lockdown in order to minimise contact between people,https://www.government.nl/latest/news/2020/12/14/lockdown-in-order-to-minimise-contact-between-people,,,,
Netherlands,14-Dec,"Coronavirus digest: Netherlands COVID-19 cases jump by nearly 10,000",https://www.dw.com/en/coronavirus-digest-netherlands-covid-19-cases-jump-by-nearly-10000/a-55920567,,,,
Netherlands,14-Dec,Netherlands 'planning' strict lockdown to stem COVID-19,https://www.aa.com.tr/en/europe/netherlands-planning-strict-lockdown-to-stem-covid-19/2076364,,,,
Netherlands,14-Dec,Dutch weigh stricter lockdown as COVID-19 cases jump,https://www.reuters.com/article/health-coronavirus-netherlands-idUSKBN28N0FQ,,,,
Netherlands,14-Dec,Netherlands and Czech Republic to enforce strict Christmas lockdowns,https://www.theguardian.com/world/2020/dec/14/italy-likely-to-follow-germany-with-covid-christmas-lockdown,,,,
Italy,14-Dec,Italy plans primrose-shaped gazebos for COVID-19 vaccine campaign,https://www.reuters.com/article/health-coronavirus-italy-idUSKBN28N0FS,,,,
Italy,14-Dec,Why us again? Italy suffers disproportionate toll in second COVID wave,https://www.reuters.com/article/health-coronavirus-italy-dead-idUKKBN28O20I,,,,
Italy,14-Dec,Italy Overtakes U.K. as European Country With Most Covid Deaths,https://www.bloomberg.com/news/articles/2020-12-13/italy-overtakes-u-k-as-european-country-with-most-covid-deaths,,,,
Italy,14-Dec,Italy: Coronavirus pandemic inspires inventions,https://www.dw.com/en/italy-coronavirus-pandemic-inspires-inventions/av-55923419,,,,
Italy,14-Dec,Coronavirus: Italy surpasses UK to record worst COVID-19 death toll in Europe,https://www.euronews.com/2020/12/13/coronavirus-italy-surpasses-uk-to-record-worst-covid-19-death-toll-in-europe,,,,
Germany,14-Dec,Coronavirus: Germany to go into lockdown over Christmas,https://www.bbc.com/news/world-europe-55292614,,,,
Germany,14-Dec,German lockdown: Merkel announces tough new COVID curbs,https://www.dw.com/en/german-lockdown-merkel-announces-tough-new-covid-curbs/a-55921912,,,,
Germany,14-Dec,Germany announces COVID-19 lockdown with businesses and schools closed through January 10,https://www.euronews.com/2020/12/13/germany-announces-covid-19-lockdown-with-businesses-and-schools-closed-through-january-10,,,,
Germany,14-Dec,COVID-19: Germany to go back into lockdown over Christmas,https://news.sky.com/story/covid-19-germany-to-go-back-into-lockdown-over-christmas-12159883,,,,
Germany,14-Dec,COVID-19: Germany tightens lockdown before Christmas,https://www.aa.com.tr/en/europe/covid-19-germany-tightens-lockdown-before-christmas/2075426,,,,
Spain,14-Dec,"Spain could develop coronavirus herd immunity by end of summer 2021, minister says",https://www.reuters.com/article/health-coronavirus-spain-idUSKBN28N0FV,,,,
Spain,14-Dec,"Spain could develop Covid-19 herd immunity by end of summer 2021, minister says",https://www.reuters.com/article/health-coronavirus-spain-idUSKBN28N0FV,,,,
Spain,14-Dec,Spain sees fresh spike in coronavirus cases,https://www.aa.com.tr/en/europe/spain-sees-fresh-spike-in-coronavirus-cases/2076780,,,,
Spain,14-Dec,Spain housing: Evictions and broken promises in a pandemic,https://www.bbc.com/news/55231201,,,,
Spain,14-Dec,Barcelona: A city shut down by COVID-19,https://www.dw.com/en/barcelona-a-city-shut-down-by-covid-19/g-55892140,,,,
France,14-Dec,France launches mass Covid-19 screening campaigns before lifting lockdown,https://www.france24.com/en/europe/20201214-france-launches-mass-covid-19-screening-campaigns-before-lifting-lockdown,,,,
France,14-Dec,French city of Le Havre begins mass testing for Covid-19,https://www.france24.com/en/live-news/20201214-french-city-of-le-havre-begins-mass-testing-for-covid-19,,,,
France,14-Dec,France Must Overcome Deep Vaccine Skepticism To Beat Covid-19 And Save Tourism,https://www.forbes.com/sites/chrisobrien/2020/12/13/france-must-overcome-deep-vaccine-skepticism-to-beat-covid-19-and-save-tourism/,,,,
France,14-Dec,France to closely monitor side-effects of Covid-19 vaccine,https://www.connexionfrance.com/French-news/France-to-closely-monitor-side-effects-of-Covid-19-vaccine-from-roll-out-in-January-2021,,,,
France,14-Dec,Coronavirus: Parts of France launch mass testing ahead of deconfinement,https://www.euronews.com/2020/12/14/coronavirus-parts-of-france-launch-mass-testing-ahead-of-deconfinement,,,,
UK,14-Dec,UK reports 232 further Covid deaths – as it happened,https://www.theguardian.com/world/live/2020/dec/14/coronavirus-live-news-us-nears-300000-deaths-trump-to-be-offered-vaccine-on-monday,,,,
UK,14-Dec,England's new Covid variant: should we be worried?,https://www.theguardian.com/uk-news/2020/dec/14/englands-new-covid-variant-should-we-be-worried,,,,
UK,14-Dec,"COVID-19: UK reports another 18,447 coronavirus cases and 144 deaths",https://news.sky.com/story/covid-19-uk-reports-another-18-447-coronavirus-cases-and-144-deaths-12160283,,,,
UK,14-Dec,Covid: How close is the light at the end of the tunnel?,https://www.bbc.com/news/health-55280701,,,,
UK,14-Dec,'New variant' of coronavirus identified in England,https://www.bbc.com/news/health-55308211,,,,
Netherlands,07-Dec,High-stakes crisis management in the Low Countries: Comparing government responses to COVID-19 ,https://journals.sagepub.com/doi/full/10.1177/0020852320972472,,,,
Netherlands,07-Dec,OMT and Dutch government pessimistic about Christmas coronavirus measures,https://www.iamexpat.nl/expat-info/dutch-expat-news/omt-and-dutch-government-pessimistic-about-christmas-coronavirus,,,,
Netherlands,07-Dec,"Dutch coronavirus infections top 7,100 for first time in a month; Average up 21%",https://nltimes.nl/2020/12/07/dutch-coronavirus-infections-top-7100-first-time-month-average-21,,,,
Netherlands,07-Dec,"Virologist urges caution, says coronavirus rules should remain at Christmas",https://nltimes.nl/2020/12/06/virologist-urges-caution-says-coronavirus-rules-remain-christmas,,,,
Netherlands,07-Dec,Covid Gives Extra Boost to the Dairy Assortment in the Netherlands,https://www.bordbia.ie/industry/news/food-alerts/2020/covid-gives-extra-boost-to-the-dairy-assortment-in-the-netherlands/,,,,
Italy,07-Dec,Bergamo’s Pandemic Survivors Carry Scars Unseen and Incalculable,https://www.nytimes.com/2020/12/06/world/europe/bergamo-italy-coronavirus-covid-19-ptsd.html,,,,
Italy,07-Dec,Coronavirus Italy: Man walks 450km after lockdown row with wife,https://www.bbc.com/news/world-europe-55224031,,,,
Italy,07-Dec,"Italy: New tax measures to mitigate the impact of the COVID-19 outbreak on tax collection, tax litigation activities, tax fulfillments and payments",https://globalcompliancenews.com/italy-new-tax-measures-to-mitigate-the-impact-of-the-covid-19-outbreak-on-tax-collection-tax-litigation-activities-tax-fulfillments-and-payments-16112020/,,,,
Italy,07-Dec,EU Commission Approves €625 Million Italian Scheme for Operators & Agencies Affected by COVID-19,https://www.schengenvisainfo.com/news/eu-commission-approves-e625-million-italian-scheme-for-operators-agencies-affected-by-covid-19/,,,,
Italy,07-Dec,"Italy Obliges All Travellers From EU, Schengen & UK to Test for COVID-19 Upon Arrival",https://www.schengenvisainfo.com/news/italy-obliges-all-travellers-from-eu-schengen-uk-to-test-for-covid-19-upon-arrival/,,,,
Germany,07-Dec,"Coronavirus digest: Expect squabbles over vaccine distribution, warns German health minister",https://www.dw.com/en/coronavirus-digest-expect-squabbles-over-vaccine-distribution-warns-german-health-minister/a-55836053,,,,
Germany,07-Dec,Coronavirus: Germany is no longer a role model,https://www.dw.com/en/coronavirus-germany-is-no-longer-a-role-model/a-55857791,,,,
Germany,07-Dec,Germany's Bavaria region to tighten coronavirus lockdown,https://www.reuters.com/article/us-health-coronavirus-germany-idUSKBN28G0HZ,,,,
Germany,07-Dec,Alarm as German ICUs reach full capacity with COVID-19 patients,https://www.dailysabah.com/world/europe/alarm-as-german-icus-reach-full-capacity-with-covid-19-patients,,,,
Germany,07-Dec,Multi-million euro contribution from Germany to IFAD will help avert a COVID-19 food crisis,https://www.ifad.org/en/web/latest/-/news/multi-million-euro-contribution-from-germany-to-ifad-will-help-avert-a-covid-19-food-crisis,,,,
Spain,07-Dec,The impact of COVID-19 on the electricity sector in Spain: An econometric approach based on prices,https://onlinelibrary.wiley.com/doi/full/10.1002/er.6259,,,,
Spain,07-Dec,The first Spaniards to get the coronavirus vaccine: cross-border workers in Gibraltar,https://english.elpais.com/society/2020-12-07/the-first-spaniards-to-get-the-coronavirus-vaccine-cross-border-workers-in-gibraltar.html,,,,
Spain,07-Dec,COVID-19 in Spain: view from the eye of the storm,https://www.thelancet.com/journals/lanpub/article/PIIS2468-2667(20)30286-3/fulltext,,,,
Spain,07-Dec,Spain: New coronavirus infections drop to August levels,https://www.aa.com.tr/en/europe/spain-new-coronavirus-infections-drop-to-august-levels/2068807,,,,
Spain,07-Dec,Spain: Restrictive COVID-19-related measures maintained as of Dec. 7. /update 30,https://www.garda.com/crisis24/news-alerts/410141/spain-restrictive-covid-19-related-measures-maintained-as-of-dec-7-update-30,,,,
France,07-Dec,Coronavirus France: Elderly woman fined for lockdown form error,https://www.bbc.com/news/world-europe-55215371,,,,
France,07-Dec,"France sees another decline in COVID-19 cases, deaths",https://www.aa.com.tr/en/europe/france-sees-another-decline-in-covid-19-cases-deaths/2067789,,,,
France,07-Dec,"France still far from goal of reducing number of Covid-19 cases to 5,000 per day",https://www.france24.com/en/france/20201207-france-still-far-from-goal-of-5-000-covid-19-cases-per-day,,,,
France,07-Dec,France unlikely to lift lockdown as planned – as it happened,https://www.theguardian.com/world/live/2020/dec/07/coronavirus-live-news-giuliani-tests-positive-for-covid-california-braces-for-lockdown,,,,
France,07-Dec,France may have to delay unwinding COVID-19 lockdown as cases plateau,https://www.reuters.com/article/us-health-coronavirus-france-idUSKBN28H0OV,,,,
UK,07-Dec,Fears that UK will not cope with Brexit and Covid vaccine rollout,https://www.theguardian.com/world/2020/dec/06/fears-that-uk-will-not-cope-with-brexit-and-covid-vaccine-rollout,,,,
UK,07-Dec,Covid vaccine arrives in UK hospitals ready for first jabs,https://www.theguardian.com/world/2020/dec/06/covid-vaccine-arrives-in-uk-hospitals-ready-for-first-jabs,,,,
UK,07-Dec,1st Doses Of COVID-19 Vaccine To Be Administered This Week In The U.K.,https://www.npr.org/2020/12/06/943670487/1st-doses-of-covid-19-vaccine-to-be-administered-this-week-in-the-u-k?t=1622541028698,,,,
UK,07-Dec,Coronavirus: Vaccine rollout 'marathon not a sprint' - Powis,https://www.bbc.com/news/uk-55202093,,,,
UK,07-Dec,Covid-19: Vaccine rollout 'ready' for any Brexit outcome,https://www.bbc.com/news/uk-55206518,,,,
Netherlands,01-Dec,Coronavirus: Netherlands makes face masks mandatory indoors,https://www.bbc.com/news/world-europe-55143938,,,,
Netherlands,01-Dec,Round Two of Covid-19: Keeping the Dutch Happy or Safe? ,https://www.institutmontaigne.org/en/blog/round-two-covid-19-keeping-dutch-happy-or-safe,,,,
Netherlands,01-Dec,Netherlands aims to start Covid-19 vaccinations by early January ,https://www.brusselstimes.com/news/belgium-all-news/health/143440/netherlands-aims-to-start-covid-19-vaccinations-by-early-january-dutch-health-minister-hugo-de-jonge-european-medicines-agency-ema-ecdc/,,,,
Netherlands,01-Dec,Dutch make masks mandatory as new coronavirus cases taper,https://www.reuters.com/article/health-coronavirus-netherlands-masks-idUSKBN28B4FO,,,,
Netherlands,01-Dec,Dutch Cabinet plans to start vaccinating against coronavirus on January 4,https://nltimes.nl/2020/12/01/dutch-cabinet-plans-start-vaccinating-coronavirus-january-4,,,,
Italy,01-Dec,Italian kids battle school shutdown to curb coronavirus,https://www.politico.eu/article/anita-iacovelli-italian-kids-battle-school-shutdown-curb-coronavirus/,,,,
Italy,01-Dec,Italy's Calabria has two pandemics: Covid and the mafia,https://www.bbc.com/news/world-europe-55098415,,,,
Italy,01-Dec,The impact of COVID-19 on the Italian far right: The rise of Brothers of Italy,https://www.brookings.edu/blog/order-from-chaos/2020/11/30/the-impact-of-covid-19-on-the-italian-far-right-the-rise-of-brothers-of-italy/,,,,
Italy,01-Dec,"Covid-Tested' Flights Between Italy, U.S. to Begin in Mid-December",https://www.businesstravelnews.com/Global/Covid-Tested-Flights-Between-Italy-US-to-Begin-in-MidDecember,,,,
Italy,01-Dec,"The impact of COVID-19 on fertility plans in Italy, Germany, France, Spain, and the United Kingdom",https://www.demographic-research.org/volumes/vol43/47/,,,,
Germany,01-Dec,Coronavirus: German ministers urge rethink of aid for pandemic-hit companies,https://www.dw.com/en/coronavirus-german-ministers-urge-rethink-of-aid-for-pandemic-hit-companies/a-55775422,,,,
Germany,01-Dec,Coronavirus: Germany to create 19 medical storage facilities for future emergencies,https://www.dw.com/en/coronavirus-germany-to-create-19-medical-storage-facilities-for-future-emergencies/a-55777629,,,,
Germany,01-Dec,Germany defies WHO’s call against Remdesivir as COVID therapy,https://www.euractiv.com/section/coronavirus/news/germany-defies-whos-call-against-remdesivir-as-covid-therapy/,,,,
Germany,01-Dec,One chart shows how bad Germany’s second wave of the coronavirus is,https://www.cnbc.com/2020/12/01/germanys-second-wave-of-covid-19-has-been-worse-than-the-first.html,,,,
Germany,01-Dec,Germany first EU country to launch COVID-19 therapy offensive?,https://european-biotechnology.com/up-to-date/latest-news/news/germany-first-eu-country-to-launch-covid-19-therapy-offensive.html,,,,
Spain,01-Dec,"Spain: New COVID infections plummet, deaths still high",https://www.aa.com.tr/en/europe/spain-new-covid-infections-plummet-deaths-still-high/2062391,,,,
Spain,01-Dec,Spain Extends Entry Ban on Third-Country Citizens Until End of the Year,https://www.schengenvisainfo.com/news/spain-extends-entry-ban-on-third-country-citizens-until-end-of-the-year/,,,,
Spain,01-Dec,Spain appeals for Covid 'common sense' after shopping crowd scenes,https://www.theguardian.com/world/2020/nov/30/spain-appeals-for-covid-common-sense-after-weekend-crowd-scenes,,,,
Spain,01-Dec,"COVID-19 Travel And Entry regulations For Travellers From Barcelona, Spain To Other Countries",https://www.barcelona-tourist-guide.com/en/covid/covid-19-travel-regulations-from-barcelona-to-other-countries.html,,,,
Spain,01-Dec,"Spain: COVID-19 deaths top 45,000, cases near 1.65M",https://www.aa.com.tr/en/europe/spain-covid-19-deaths-top-45-000-cases-near-165m/2061022,,,,
France,01-Dec,France gets set for Covid-19 vaccine arrival,https://www.france24.com/en/video/20201130-france-gets-set-for-covid-19-vaccine-arrival,,,,
France,01-Dec,"France unveils five-step Covid-19 vaccination plan, starting with those most at risk",https://www.france24.com/en/france/20201130-french-health-authority-outlines-country-s-covid-19-vaccination-plan,,,,
France,01-Dec,COVID-19 infections in France halve but deaths double,https://www.aa.com.tr/en/europe/covid-19-infections-in-france-halve-but-deaths-double/2061171,,,,
France,01-Dec,France Faces Public Resistance to COVID Vaccine,https://www.voanews.com/europe/france-faces-public-resistance-covid-vaccine,,,,
France,01-Dec,France's COVID-19 infections down again but hospitalizations still high,https://www.reuters.com/article/us-health-coronavirus-france-infections-idUSKBN28A2QH,,,,
UK,01-Dec,Covid infections in England fall by 30% over lockdown - React study,https://www.bbc.com/news/health-55124286,,,,
UK,01-Dec,Covid-19: No plans for 'vaccine passport' - Michael Gove,https://www.bbc.com/news/uk-55143484,,,,
UK,01-Dec,UK coronavirus: Matt Hancock says pandemic 'back under control' but country cannot let up – as it happened,https://www.theguardian.com/politics/live/2020/nov/30/uk-coronavirus-live-england-tiers-restrictions-covid,,,,
UK,01-Dec,"Almost 700,000 driven into poverty by Covid crisis in UK, study finds",https://www.theguardian.com/society/2020/nov/30/almost-700000-driven-poverty-covid-crisis-uk-study,,,,
UK,01-Dec,"COVID-19: UK records another 12,330 coronavirus cases and 205 deaths",https://news.sky.com/story/covid-19-uk-records-another-12-330-coronavirus-cases-and-205-deaths-12147242,,,,
